taxonomy_id	name	rank	USA.74b_ERR1713399_db6.diamond	USA.74a_ERR1713398_db6.diamond	USA.74d_ERR1713401_db6.diamond	USA.74c_ERR1713400_db6.diamond	USA.74_ERR1713397_db6.diamond
1463902	Streptomyces sp. NRRL S-350	species	5	0	0	0	3
3154644	Streptomyces sp. NPDC051320	species	1	1	0	0	0
2907299	Dyadobacter sp. CY343	species	1	0	0	0	1
108150	Thermoanaerobacter italicus	species	1	1	0	1	0
701043	Mycobacterium timonense	species	1	0	3	1	2
1873460	Saccharothrix sp.	species	1	1	0	0	4
194673	Streptomyces rubrogriseus	species	1	0	0	0	0
2316735	Corallococcus sp. AB011P	species	2	0	1	0	8
490570	Pedococcus ginsenosidimutans	species	3	5	4	0	3
984207	Sphaerospermopsis torques-reginae	species	3	0	0	0	1
579562	Pseudoalteromonas galatheae	species	1	1	1	0	0
2961597	Halovivax gelatinilyticus	species	1	0	0	0	1
3445241	Bacillus cereus group sp. Bce027	species	3	3	18	17	17
102	Polaribacter glomeratus	species	6	2	0	0	9
3395848	Enterobacter cloacae complex sp. 301C7	species	1	0	1	0	0
1960968	Bifidobacterium italicum	species	1	0	0	1	2
2048901	Caulobacter sp. X	species	4	9	15	6	30
2293202	Ruminococcus sp. AM31-15AC	species	4	15	19	5	14
1920033	Aquimarina rubra	species	3	6	1	0	6
1857024	Brevibacterium sediminis	species	1	1	0	2	1
3442640	Timonella sp. A28	species	1	4	11	2	9
2771142	Microcystis sp. M122S2	species	1	0	0	0	4
3115365	Streptomyces sp. GSL17-113	species	1	1	3	0	0
2175090	Sphingomonas pokkalii	species	3	1	2	0	40
3128899	Pseudonocardia sp. T1-2H	species	1	2	0	0	7
2619706	unclassified Cuniculiplasma	no rank	2	0	0	1	2
1243664	Bacillus massiliigorillae	species	2	3	4	5	18
137732	Granulicatella elegans	species	2	1	8	3	1
1644118	Calidithermus roseus	species	4	1	2	0	13
2789287	Amycolatopsis sp. lyj-109	species	4	1	2	0	0
3232139	Qipengyuania sp. JC766	species	1	0	1	0	8
551988	Duganella radicis	species	5	4	9	1	17
2607326	Streptomonospora sp. PA3	species	1	0	1	0	2
2842357	Pseudomonas muyukensis	species	1	0	2	0	0
2304603	Zhongshania marina	species	4	4	4	0	5
2576902	Nostoc sp. C052	species	1	0	0	0	0
1396859	Marinobacter sp. C1S70	species	2	0	0	9	1
355548	Halobacterium jilantaiense	species	1	0	0	0	2
2320858	Paenisporosarcina cavernae	species	1	0	0	1	3
3022773	Bacillus sp. BP-3	species	1	0	0	0	2
2871170	Cellulomonas sp. C5510	species	1	5	0	3	14
1774970	Methyloceanibacter stevinii	species	1	0	0	0	2
2075557	Pseudomonas sp. GW460-R15	species	1	0	0	0	10
3233343	Aestuariibius sp. HNIBRBA575	species	4	2	0	0	1
2315464	Bacillus salacetis	species	1	2	3	1	7
3346276	Streptomyces sp. NPDC057908	species	2	0	0	0	0
2479844	Acinetobacter sp. 2JN-4	species	1	8	5	4	5
2887198	Massilia sp. IC2-477	species	2	0	1	2	0
2650975	Halorussus halophilus	species	1	0	1	3	1
422271	Mesorhizobium sp. WSM3866	species	1	2	5	0	2
1971488	endosymbiont of Pachyrhynchus infernalis	species	1	0	2	0	1
1918452	Extibacter	genus	2	1	3	3	9
1849	Actinopolyspora	genus	2	3	2	0	12
2804427	Staphylococcus sp. GDY8P79P	species	1	0	41	1	1
1476200	Helicobacter sp. 13S00482-2	species	1	0	3	0	3
2887190	Nocardia spumae	species	1	1	0	0	2
3155284	Streptomyces sp. NPDC051907	species	1	0	0	1	0
211668	Colwellia piezophila	species	3	1	3	5	1
2798040	Leucobacter sp. L43	species	1	0	0	0	1
3397244	Glaciecola sp. 2405UD65-10	species	1	1	0	0	6
2759954	Devosia sp. MC521	species	1	0	0	0	1
522488	Deinococcus aerophilus	species	2	1	0	0	4
3365510	Streptomyces sp. NPDC048192	species	1	0	0	0	1
1946815	Marinobacter sp. UBA2678	species	1	0	0	0	0
3032903	Microbacterium sp. Kw_RZR3	species	1	0	2	0	2
2705034	Snodgrassella sp. ESL0323	species	2	0	1	1	2
1028742	Pontixanthobacter gangjinensis	species	1	0	0	1	5
2039281	Mycobacterium sp. shizuoka-1	species	2	2	2	2	26
3140360	Streptomyces sp. CAU 1734	species	1	1	0	0	2
1736416	Nocardioides sp. Soil805	species	3	0	0	4	9
257277	Nocardia aobensis	species	1	0	8	0	5
1324851	Sinomonas susongensis	species	2	3	1	0	2
3066277	Spiroplasma endosymbiont of Cantharis lateralis	species	1	0	0	0	2
1524463	Rhodanobacter sp. FW106-PBR-LB-2-11	species	2	2	5	0	2
3390590	Methylobacterium sp. NPDC080182	species	1	2	5	0	6
1586708	Pandoraea sp. ISTKB	species	2	1	2	1	5
2846853	Methylosinus sp. KRF6	species	3	1	0	0	11
3042306	Paenibacillus sp. V4I5	species	1	0	1	0	3
2486003	Companilactobacillus keshanensis	species	2	32	3	1	5
2709791	Adlercreutzia sp. ZJ304	species	1	0	4	2	5
2878094	Pseudomonas sp. MWU16-30323	species	1	4	1	0	0
1420889	Micromonospora profundi	species	1	1	1	1	1
1259797	Pseudomonas sp. URMO17WK12:I12	species	2	3	1	1	0
3026147	Yoonia sp. GPGPB17	species	1	0	0	0	2
2641148	unclassified Agreia	no rank	1	14	4	1	1
380048	uncultured Modestobacter sp.	species	1	0	1	0	0
3389971	Fontibacillus sp. BL9	species	2	0	0	0	1
3390548	Bacillus sp. NPDC077027	species	1	0	1	0	2
3373260	Bacillus sp. AK25	species	1	0	0	0	0
228956	Maribacter sedimenticola	species	2	1	0	1	2
33917	Microbacterium barkeri	species	1	1	20	0	1
2903748	Streptomyces sp. NBC_01092	species	1	0	0	0	0
2925838	Vagococcus sp. CY52-2	species	1	0	2	1	3
930124	Metabacillus halosaccharovorans	species	3	0	2	6	40
3032204	Actinomadura sp. NBRC 104425	species	3	0	0	0	5
29283	Halorubrum distributum	species	2	0	0	0	0
3154320	Micromonospora sp. NPDC023633	species	3	0	0	0	2
2769490	Thalassotalea sp. LPB0316	species	2	2	1	1	0
2903581	Kribbella sp. NBC_01510	species	2	5	0	0	4
1792174	Paenibacillus apis	species	2	2	3	4	3
2480798	Alteromonas sp. KUL49	species	2	0	1	3	9
889306	Jeotgalibacillus soli	species	4	0	1	0	1
396015	Rothia terrae	species	1	4	4	0	15
2496865	Maribacter sp. MJ134	species	2	3	0	0	2
119000	Modicisalibacter muralis	species	2	1	1	1	5
1443441	Acuticoccus yangtzensis	species	3	1	1	4	6
3066253	Candidatus Tisiphia endosymbiont of Dascillus cervinus	species	1	0	0	0	2
2589959	Mesorhizobium sp. B2-3-4	species	1	0	0	1	4
545276	Thioalkalivibrio sp. ALJ24	species	2	0	0	1	3
89772	Aquamicrobium lusatiense	species	1	1	4	3	6
1708790	Tsuneonella rigui	species	4	3	5	1	15
1111126	Jonquetella sp. BV3C21	species	1	0	0	0	0
3346243	Nocardioides sp. NPDC057764	species	1	3	5	0	1
1735689	Sphingomonas sp. Leaf23	species	1	0	0	0	1
3018106	Bacillus cereus group sp. Bc247	species	2	2	14	10	3
3415134	Tropicimonas sp. S265A	species	2	0	1	0	6
1581147	Oligella sp. HMSC09E12	species	2	4	27	2	3
2818390	Sporosarcina sp. Te-1	species	1	1	0	2	6
3350403	Clostridium caseinilyticum	species	1	0	2	0	0
2100116	Vibrio echinoideorum	species	1	0	0	1	0
2719791	Caballeronia sp. dw_19	species	2	0	0	0	15
3366175	Streptomyces sp. NPDC102437	species	1	0	0	0	0
2576035	Arthrobacter sp. NamB2	species	1	2	1	0	1
3117398	Polaribacter sp. P097	species	1	1	1	0	0
353800	Halostagnicola larsenii	species	1	0	0	0	0
1334022	Zunongwangia mangrovi	species	2	5	1	4	1
3051171	Marivivens sp. LCG002	species	1	0	0	1	1
228005	Pseudonocardia benzenivorans	species	2	2	1	1	4
1565034	Streptomyces krungchingensis	species	1	0	0	0	0
1387313	Streptantibioticus rubrisoli	species	1	0	0	0	0
2763053	Lawsonibacter hominis	species	1	17	15	13	39
416012	Paenibacillus tarimensis	species	1	0	1	0	1
3126100	Brevundimonas sp. LF-1	species	2	0	1	5	16
2081043	Polynucleobacter nymphae	species	1	2	0	0	2
2992837	Pseudomonas imrae	species	1	11	7	1	1
3391580	Virgibacillus sp. W0430	species	1	0	2	0	5
110101	Laceyella putida	species	2	4	0	4	3
3389905	Anoxybacteroides	genus	1	0	0	1	1212
465543	Streptomyces sp. SPB074	species	1	1	0	0	0
1050199	Salinispora oceanensis	species	1	0	0	0	1
3240273	Cryobacterium sp. W22_MBD10_FK3	species	2	2	0	0	1
32199	Buchnera	genus	1	0	0	0	0
39692	Mycolicibacterium parafortuitum	species	2	2	0	1	11
1870862	Aminobacter sp. Y103A	species	1	2	1	0	3
3404112	Micromonospora sp. WMMD736	species	2	0	2	0	5
2751170	Synechococcus sp. LTW-R	species	2	0	0	0	1
3373085	Halomonas sp. HMF6819	species	1	0	0	0	2
2029104	Pseudooceanicola lipolyticus	species	2	0	0	0	0
1970299	Acidiphilium sp. 37-64-53	species	1	0	0	0	1
3233012	Massilia sp. 2TAF26	species	4	12	7	4	9
661182	Perlucidibaca	genus	1	7	0	3	1
2854775	Pseudoxanthomonas sp. PXM05	species	4	1	1	1	8
2292241	Parabacteroides sp. AF17-28	species	1	1	2	2	12
69656	Sulfurisphaera ohwakuensis	species	1	0	2	0	0
2652279	Olsenella porci	species	1	3	15	20	31
2038081	Sagittula sp.	species	1	0	2	0	4
36818	Streptomyces subrutilus	species	1	1	0	0	2
2929795	Tsukamurella sp. PLM1	species	1	13	10	82	8
338565	Erwinia tasmaniensis	species	1	0	0	2	2
1936080	Winogradskyella sp. J14-2	species	1	0	0	0	4
1978338	Bacillus sp. EAC	species	1	17	9	0	9
2634206	unclassified Sporomusa	no rank	1	0	4	6	8
1580530	Nonomuraea sp. SBT364	species	1	0	0	1	1
1286938	Nonomuraea harbinensis	species	2	0	1	0	0
3031635	Paraburkholderia sp. RL17-381-BIF-C	species	1	1	1	1	2
346911	Labrys okinawensis	species	2	4	9	7	20
3395462	Macrococcus equi	species	1	2	8	1	6
3075482	Brucella sp. NBRC 13694	species	1	0	0	0	0
1392640	Rubrobacter calidifluminis	species	2	5	1	5	28
2663807	Bradyrhizobium sp. OAE829	species	2	1	0	0	22
2894201	Citrobacter meridianamericanus	species	1	0	3	3	5
2075551	Pseudomonas sp. DP16D-R1	species	8	29	21	7	12
1841860	Mycobacterium rhizamassiliense	species	1	1	0	1	6
2528206	Seonamhaeicola sediminis	species	2	7	0	0	4
2823726	Cyanobium sp. WKJ7-Wakatipu	species	1	0	0	2	5
2742698	Ensifer oleiphilus	species	1	2	1	0	177
2014076	Bacillus sp. FJAT-42376	species	1	1	1	8	2
2035214	Chryseobacterium sp. 7	species	5	14	13	25	97
3346889	Streptomyces sp. NPDC059629	species	2	0	2	0	0
2974027	Corynebacterium sp. HS2168-gen11	species	1	0	1	0	0
34016	Rhodobium	genus	3	1	6	7	34
2712052	Aeromonas sp. 604176	species	2	0	3	1	4
755311	Natronoarchaeum rubrum	species	2	0	0	0	0
2608346	Enterobacter sp. Cy-643	species	1	0	0	0	0
3387397	Rhodovulum sp. HP10	species	1	0	0	0	4
39689	Mycobacterium gallinarum	species	1	0	0	0	19
1208102	Pseudomonas sp. ICMP 19500	species	1	2	1	0	0
369936	Arthrobacter alkaliphilus	species	1	1	0	2	0
430693	uncultured Sulfuricurvum sp.	species	3	1	7	12	19
2831966	Ruminococcus sp. FMBCY1	species	1	9	6	0	2
1810	Mycolicibacterium vaccae	species	1	2	1	2	14
579483	Loktanella sp. S4079	species	1	0	0	0	1
2649714	unclassified Tolypothrix	no rank	3	0	1	2	4
2109	Mycoplasmopsis synoviae	species	1	0	0	3	2
334736	Sporosarcina soli	species	1	0	0	0	0
256818	Gulosibacter	genus	1	17	34	11	28
3401631	Lacrimispora sp. AGF001	species	2	3	16	22	29
2903858	Streptomyces sp. NBC_01420	species	1	0	0	0	0
1515593	Halolamina litorea	species	1	0	0	0	1
2809029	Bifidobacterium sp. SO1	species	1	1	1	3	7
2956930	Mesorhizobium sp. M0293	species	1	1	0	1	1
2651725	Leptothoe	genus	1	0	0	0	0
1505659	uncultured Intestinibacter sp.	species	2	1	0	3	13
2562892	Myroides albus	species	1	0	3	5	7
3076685	Natronosalvus	genus	2	1	0	1	1
2861747	Saccharothrix obliqua	species	2	1	1	3	5
3394233	Alteromonas sp. AMM-1	species	2	0	0	0	1
1608473	Acinetobacter sp. NCu2D-2	species	1	8	1	4	5
2763645	Lentihominibacter hominis	species	1	5	18	14	14
351675	Xenorhabdus mauleonii	species	1	2	0	0	1
77021	Cylindrospermopsis	genus	3	0	2	1	5
2203195	Amycolatopsis sp. WAC 01376	species	1	0	0	0	0
903413	Isoptericola nanjingensis	species	1	0	2	0	0
2682456	Veillonella nakazawae	species	2	0	1	7	1
2998492	Methylorubrum sp. POS3	species	1	0	0	2	3
3155170	Actinoplanes sp. NPDC051861	species	1	2	0	1	22
52695	Paractinoplanes brasiliensis	species	1	0	0	0	4
2419844	Xanthobacter sp. YC-JY1	species	1	1	0	1	4
3157225	Actinoplanes sp. NPDC051475	species	3	0	0	1	7
3154959	Leucobacter sp. NPDC077196	species	3	16	8	29	49
2832405	Pseudomonas sp. A-B-19	species	1	0	0	0	1
1798158	Bifidobacterium ramosum	species	2	0	4	4	3
293091	Haloquadratum walsbyi	species	2	1	0	0	5
481722	Lentilactobacillus kisonensis	species	1	0	7	1	3
2610894	unclassified Flintibacter	no rank	2	7	13	3	12
2419771	Gryllotalpicola protaetiae	species	2	4	1	1	2
2486016	Loigolactobacillus jiayinensis	species	1	5	9	0	4
3057284	Bradyrhizobium sp. SZCCHNRI2013	species	1	0	0	0	0
3156424	Novosphingobium sp. 1529	species	1	0	0	0	4
1946377	Clostridium sp. UBA7503	species	2	4	6	4	7
3364323	Nocardia sp. NPDC051321	species	1	0	1	0	1
1342301	Sulfitobacter noctilucicola	species	2	0	0	0	1
1515614	Porphyromonas sp. COT-108 OH2963	species	1	0	0	0	0
2663870	Bosea sp. OAE506	species	7	7	9	3	27
134964	Nocardia africana	species	1	1	0	1	0
2600577	Nonomuraea sp. C10	species	1	0	0	0	0
3413800	Microbacterium sp. bgisy207	species	2	3	1	2	2
1457153	Chlamydia gallinacea	species	1	0	0	0	11
2762215	Acinetobacter pecorum	species	1	11	11	6	7
2025113	Bifidobacterium sp. wkB344	species	1	0	0	0	0
47839	Mycobacterium triplex	species	1	0	0	0	2
336988	Oenococcus kitaharae	species	1	0	0	0	4
1197460	Bradyrhizobium sp. 6(2017)	species	2	0	4	0	2
1538529	uncultured Planktomarina sp.	species	1	1	0	0	11
3133286	Sorangium sp. So ce176	species	2	0	0	0	6
2213202	Planococcus lenghuensis	species	3	3	2	2	0
2675234	Alkalihalobacillus	genus	2	1	1	0	0
1736305	Agreia sp. Leaf244	species	1	2	2	0	5
3155748	Streptosporangium sp. NPDC048047	species	1	0	0	0	0
3160581	Polaribacter sp. Asnod1-A03	species	2	0	0	0	0
2562949	Photobacterium lucens	species	1	0	0	0	1
1855875	Spiribacter roseus	species	1	0	0	2	1
2049319	Polynucleobacter victoriensis	species	1	1	1	0	20
3418175	Arthrobacter sp. 92	species	2	0	0	0	4
472175	Nitratireductor basaltis	species	1	0	0	1	10
2986997	Romboutsia sp. 1001216sp1	species	1	0	1	2	4
95618	Flavobacterium sp. B17	species	6	13	3	4	39
3048007	Sagittula sp. MA-2	species	2	0	0	1	1
2645054	unclassified Mannheimia	no rank	1	0	0	5	1
3064524	Nocardioides jiangxiensis	species	1	0	1	0	0
663604	Actinomycetospora lutea	species	2	1	3	1	7
2070620	Pseudomonas sp. MPR-R2A4	species	1	0	0	0	0
2048291	Cryobacterium sp. M15	species	1	0	0	0	0
693153	Vibrio atlanticus	species	2	0	0	0	0
3229855	Pseudoclavibacter sp. JSM 162008	species	2	12	2	0	0
2985506	Homoserinibacter sp. YIM 151385	species	3	4	1	3	16
3159659	Salmonella sp. s52031	species	1	3	0	1	8
3398213	Neptuniibacter sp. QD57_21	species	1	0	0	0	0
3080563	Roseovarius sp. 10	species	2	0	0	0	2
3346576	Streptomyces sp. NPDC058653	species	2	0	0	0	1
2841653	Microcoleus sp. CAWBG640	species	2	0	0	0	0
3009083	Aurantiacibacter sp. MUD61	species	1	3	0	6	17
1897631	Reichenbachiella sp. MSK19-1	species	3	0	0	1	0
3154730	Dactylosporangium sp. NPDC049525	species	1	0	1	1	4
193384	Rhodoglobus vestalii	species	2	16	2	2	6
1340434	Bacillus sp. UNC438CL73TsuS30	species	2	1	0	0	0
1449080	Thermus amyloliquefaciens	species	1	0	1	0	1
2815358	Leclercia pneumoniae	species	1	0	4	0	1
29429	Methylorubrum zatmanii	species	1	1	2	0	3
1699624	Psychrobacter sp. P11G5	species	1	1	0	2	7
1907403	Pseudacidovorax sp. RU35E	species	7	3	8	2	5
3365501	Streptomyces sp. NPDC048142	species	1	0	0	0	0
2640570	unclassified Salipiger	no rank	2	0	0	1	1
3064900	Pseudomonas sp. RAC1	species	1	0	0	0	0
1636610	Pseudomonas sp. PONIH3	species	1	0	0	1	1
2321395	Siminovitchia acidinfaciens	species	1	0	0	1	0
358099	Brevibacterium oceani	species	1	0	7	6	11
682998	Azospirillum ramasamyi	species	3	0	3	4	6
2305241	Clostridium sp. AF28-12	species	1	20	23	15	15
2635230	unclassified Gorillibacterium	no rank	4	1	0	0	0
1884915	Candidatus Nanopelagicus hibericus	species	2	0	0	0	1
2970915	Herbiconiux oxytropis	species	3	8	1	0	2
2709707	Bacillus sp. 22-7	species	1	0	1	0	0
1874697	Sphingobacterium bovisgrunnientis	species	3	4	11	6	20
870482	Algibacter pectinivorans	species	1	0	1	1	2
3351534	Frateuria sp. GZRe14	species	4	0	4	1	2
1462430	Candidatus Nanohalarchaeota	phylum	5	1	2	0	0
2267231	Marinobacter sp. F3R11	species	2	2	0	0	0
3062679	Marinobacter sp. 2_MG-2023	species	2	0	0	0	0
3041772	Flavobacterium sp. SORGH_AS_0622	species	2	5	1	0	4
3133317	Sorangium sp. So ce590	species	4	0	0	1	12
392828	Actinomadura chibensis	species	1	0	0	0	5
1656	Actinomyces viscosus	species	2	0	0	0	3
79269	Desulfurella multipotens	species	2	0	0	0	1
332168	Halococcus hamelinensis	species	2	0	1	0	3
1579316	Falsihalocynthiibacter arcticus	species	1	1	3	0	5
1777133	Caballeronia concitans	species	1	0	1	1	1
3062671	Neptuniibacter sp. 2_MG-2023	species	1	0	0	0	0
1136941	Gordonia phthalatica	species	1	20	27	65	37
1851204	Oceanobacillus sp. Castelsardo	species	1	1	2	2	21
2057910	Bacillus sp. BA3	species	1	0	0	0	4
718192	Litorilituus sediminis	species	1	0	2	3	3
2787714	Enterococcus sp. BWR-S5	species	2	10	67	7	14
306190	Chromobacterium sp.	species	1	0	0	0	2
3156486	Methanothermococcus sp. Ax23	species	2	0	0	2	0
3342822	Photorhabdus sp. RM96S	species	1	0	0	0	0
2066515	Pseudoalteromonas sp. S558	species	1	0	0	0	0
2626248	unclassified Frondihabitans	no rank	1	24	1	0	4
3031325	Flagellimonas yonaguniensis	species	2	1	0	0	2
2760936	Shewanella sp. SR44-3	species	1	0	0	0	1
2744575	Duganella sp. BJB1802	species	1	7	4	0	0
231233	Streptococcus devriesei	species	3	0	15	21	3
182710	Oceanobacillus iheyensis	species	1	0	2	0	0
1564493	Pseudoclavibacter sp. CFCC 11306	species	1	1	4	6	5
3139729	Bradyrhizobium sp. 26S5	species	1	1	0	0	16
2752	Carnobacterium funditum	species	1	7	4	0	8
1329370	Franzmannia qiaohouensis	species	1	0	0	2	0
1128665	Lentzea nigeriaca	species	3	1	0	2	5
357523	Flavobacterium sp. 11	species	1	7	6	2	7
3075199	Actinacidiphila sp. ITFR-21	species	2	0	1	5	8
2034520	Zobellia sp. OII3	species	2	0	0	0	2
1220182	Winogradskyella litoriviva	species	4	5	1	0	2
3038541	Mesorhizobium sp. WSM4989	species	2	0	0	0	0
1886785	Massilia agri	species	3	1	0	5	6
3136161	Lentibacillus sp. N15	species	2	0	3	2	5
1898	Streptomyces cacaoi	species	3	0	0	2	1
2922723	Geothrix mesophila	species	3	0	3	3	9
161879	Corynebacterium kroppenstedtii	species	1	0	0	1	3
1965619	Parabacteroides sp. An277	species	6	4	12	8	74
2545266	Alcanivorax sp. 24	species	1	0	0	1	1
2874600	Myxococcus sp. AS-1-15	species	1	1	3	0	2
2834431	Bifidobacterium phasiani	species	2	0	3	3	2
1168171	Aquibacillus albus	species	2	2	5	2	7
679663	Corynebacterium canis	species	1	0	0	1	0
2488560	Pigmentiphaga sp. H8	species	1	0	3	0	5
1739787	Tropicimonas marinistellae	species	1	0	1	8	35
3365625	Streptomyces sp. NPDC050534	species	2	0	0	0	1
2687290	Polaribacter sp. 11A2H	species	3	3	13	1	7
1947386	Roseivirga sp. UBA1976	species	2	3	0	0	3
2883480	Porphyrobacter sp. GA68	species	2	2	0	7	8
145262	Methanothermobacter thermautotrophicus	species	2	0	5	1	1
3366105	Streptomyces sp. NPDC101112	species	1	0	2	0	0
3400188	Dapis sp. BLCC M229	species	4	1	0	3	10
2782661	Bradyrhizobium sp. 193	species	1	0	0	0	4
3156892	Embleya sp. NPDC005575	species	1	0	0	0	3
28099	Agrobacterium rubi	species	5	5	7	8	10
374606	Aminobacter sp. MSH1	species	1	4	0	3	6
3085771	Chryseobacterium sp. SIMBA_028	species	1	7	6	1	14
488731	Burkholderia seminalis	species	1	2	2	4	3
1852017	Rhodophyticola porphyridii	species	1	1	2	1	1
2594495	Lactobacillus sp. PV034	species	1	0	3	0	4
1903179	Chromobacterium sphagni	species	1	2	4	12	13
663608	Actinomycetospora chlora	species	1	0	3	0	14
2921412	Bacillus sp. FSL K6-0067	species	1	0	0	0	0
3424774	Yersinia sp. J1	species	1	0	0	0	0
3034837	Neobacillus terrae	species	1	0	10	3	3
2077182	Sphingorhabdus sp. YGSMI21	species	1	0	0	1	0
3452206	Nonomuraea sp. H19	species	3	0	1	0	0
2545265	Streptomyces sp. AJS327	species	2	0	0	0	1
2041023	Paenibacillus albidus	species	1	4	1	13	8
2940932	Paraburkholderia sp. CNPSo 3274	species	1	1	3	0	2
3237480	Bosea sp. RAF48	species	1	17	13	15	23
133724	Nitrosomonas sp. Nm33	species	4	2	9	6	12
2709796	Dysgonomonas sp. ZJ279	species	2	5	7	25	28
2823717	Cyanobium sp. Maggiore-St4-Cus	species	2	0	1	0	5
1998	Planomonospora	genus	2	0	0	1	12
3154365	Dactylosporangium sp. NPDC000244	species	1	0	0	1	3
2939690	Limnobacter parvus	species	1	0	3	0	2
2878150	Caballeronia sp. Lep1P3	species	2	1	1	2	0
2864872	Shewanella nanhaiensis	species	1	0	0	1	0
3240024	Pseudonocardia sp. CA-142604	species	2	0	0	0	4
2763117	Bosea caraganae	species	4	5	3	4	43
3364431	Pseudomonas sp. NPDC086251	species	2	3	0	0	1
175306	Lentibacillus salicampi	species	2	4	54	236	7
256324	Marinobacter bryozoorum	species	2	1	0	1	0
1561194	Dyella sp. EPa41	species	1	0	3	3	6
2316734	Corallococcus sp. CA054B	species	2	0	1	0	6
3155015	Amycolatopsis sp. NPDC023774	species	2	1	0	0	1
1262900	Fusobacterium sp. CAG:649	species	1	0	0	0	0
47960	Guyparkeria halophila	species	2	0	2	3	1
1619311	Paenibacillus physcomitrellae	species	1	0	1	0	2
3155660	Nonomuraea sp. NPDC050643	species	3	0	0	0	8
3350170	Hydrogenophaga sp. UC242_53	species	1	0	0	0	1
2847976	Synechococcus sp. CS-1328	species	2	0	2	3	2
171693	Oceanobacillus picturae	species	1	2	5	4	0
135625	Pasteurellales	order	2	2	6	68	4
3046720	Nioella sp. MMSF_3534	species	1	0	0	0	0
2283160	Psychrobacillus glaciei	species	1	0	0	0	2
1981504	Janthinobacterium sp. GW458P	species	1	16	84	3	2
3239195	Rhodosalinus sp. K401	species	1	3	0	0	6
578463	Gangjinia marincola	species	2	0	0	0	6
1727196	Methylomonas sp. DH-1	species	2	2	1	3	7
137778	Helicobacter aurati	species	1	0	1	4	1
1880855	Vibrio sp. 10N.286.49.B3	species	1	0	1	0	0
3116553	Streptomyces sp. TRM 70361	species	1	0	0	0	0
1895806	Pandoraea sp. 64-18	species	1	2	4	1	2
551947	Bradyrhizobium sp. STM 3843	species	1	3	2	0	15
3154656	Streptomyces sp. NPDC001508	species	1	0	0	0	2
2620502	unclassified Chlorogloeopsis	no rank	2	0	2	1	4
1615890	Bradyrhizobium sp. LTSP849	species	2	0	1	1	7
3074080	Agromyces sp. LY-1074	species	1	3	2	1	5
64970	Marinobacterium jannaschii	species	5	2	4	12	12
1403243	Bacillus canaveralius	species	2	0	4	1	13
45068	Legionella londiniensis	species	4	3	0	1	9
2699193	Aeromonas sp. 1HA1	species	2	0	1	0	2
2015359	Burkholderia sp. HI2714	species	1	0	0	0	1
2508168	Luteimonas sp. YGD11-2	species	2	3	3	8	11
2783614	Vibrio fluminensis	species	1	0	0	1	1
95614	Curtobacterium sp. B18	species	2	0	1	0	1
2912268	Paenibacillus melissococcoides	species	1	0	1	0	4
3364071	Kitasatospora sp. NPDC088134	species	1	0	0	0	3
2567941	Metabacillus sediminilitoris	species	1	1	0	1	4
2487137	Halostreptopolyspora alba	species	1	0	0	1	4
3237476	Bosea sp. 2RAB26	species	1	1	1	1	10
2875708	Phyllobacterium lublinensis	species	1	0	1	1	2
3121638	Jannaschia sp. 2305UL9-9	species	1	0	2	0	2
1496996	Stackebrandtia endophytica	species	1	1	1	0	5
3378080	Microbacterium sp. ZW T5_45	species	1	7	6	2	2
2891294	Nitrogeniibacter	genus	3	0	0	3	5
1335757	Spiribacter curvatus	species	1	1	0	0	5
3239899	Actinoplanes sp. CA-051413	species	1	0	0	1	0
