taxonomy_id	name	rank	USA.74g_ERR1713404_db6.diamond	USA.74f_ERR1713403_db6.diamond	USA.74e_ERR1713402_db6.diamond	USA.74i_ERR1713406_db6.diamond	USA.74h_ERR1713405_db6.diamond
1254	Pediococcus acidilactici	species	0	31	6	19	7
1170224	Caldicoprobacter guelmensis	species	0	25	9	14	21
2067569	Pannonibacter carbonis	species	0	5	11	4	7
1171543	Marinicella pacifica	species	0	6	0	19	7
115336	Actinomadura vinacea	species	0	1	1	22	2
392721	Nesiotobacter zosterae	species	0	2	0	2	0
2856822	Marinobacter arenosus	species	0	1	1	1	2
490571	Rhodanobacter ginsenosidimutans	species	0	2	3	11	14
1502761	Methylotenera sp. N17	species	0	12	2	6	6
86304	Saccharophagus degradans	species	0	9	3	25	16
1986026	Rhizobium wuzhouense	species	0	23	0	2	7
2775923	Rhodanobacter sp. DHB23	species	0	2	3	5	11
3342345	Rhizobium sp. LjRoot98	species	0	1	1	1	9
392016	Alicyclobacillus contaminans	species	0	2	0	2	11
3375155	Saccharopolyspora sp. 5N102	species	0	1	0	6	0
33923	Mycoplasmopsis felis	species	0	1	0	2	1
2866715	Streptomyces sp. BHT-5-2	species	0	2	0	0	0
2775279	Rhizobium sp. CFBP 8762	species	0	1	4	8	7
2559573	Halorhabdus amylolytica	species	0	2	1	0	0
667113	Actinoallomurus	genus	0	15	1	149	23
1933035	Pseudoruegeria sp. SK021	species	0	1	2	13	9
3156326	Bradyrhizobium sp. LB11.1	species	0	2	2	0	1
2975340	Paenibacillus sp. FSL R10-2779	species	0	1	0	0	0
1673428	Cuniculiplasma divulgatum	species	0	29	1	6	3
3129232	Actinomycetospora flava	species	0	1	3	21	1
432329	Deinococcus peraridilitoris	species	0	6	1	25	9
217158	Clostridium ragsdalei	species	0	2	1	3	10
2931921	Alicyclobacillus mengziensis	species	0	3	2	8	6
1872412	Agarivorans sp.	species	0	2	0	1	2
1402137	Microvirga zambiensis	species	0	4	6	7	6
2990485	Aeromonas sp. QDB17	species	0	1	0	1	15
3135782	Henriciella sp. AS95	species	0	2	2	4	1
2055143	Marinobacter maroccanus	species	0	1	0	2	0
3004094	Tepidiforma flava	species	0	1	1	7	1
370471	unclassified Meiothermus	no rank	0	5	4	14	13
3317330	Cohnella sp. GCM10020058	species	0	13	14	13	7
2651334	Microvirga thermotolerans	species	0	2	6	4	2
537596	Aminobacter sp. BA135	species	0	10	9	11	13
321339	Citreimonas salinaria	species	0	3	1	6	1
2630894	unclassified Desulfitobacterium	no rank	0	1	4	5	7
3044211	Pinibacter soli	species	0	5	4	24	24
60489	Nocardioides nitrophenolicus	species	0	2	10	27	4
3346138	Nocardia sp. NPDC057455	species	0	1	2	6	2
431041	Candidatus Synechococcus spongiarum	species	0	3	1	12	5
3373255	Streptomyces sp. HK10	species	0	1	0	0	0
1702250	Pseudomonas sp. IB20	species	0	1	1	0	3
2213200	Nocardia mangyaensis	species	0	26	11	18	7
1842535	Blastomonas sp. RAC04	species	0	3	4	8	5
203699	Derxia gummosa	species	0	4	1	64	17
332999	Pedobacter suwonensis	species	0	2	2	14	54
2783825	Microbacterium sp. VKM Ac-2870	species	0	5	15	15	4
2933617	Sphingobium sp. Sx8-8	species	0	3	4	27	10
1920692	Enorma sp.	species	0	7	17	25	37
363861	Aeromicrobium panaciterrae	species	0	1	4	104	6
2697034	Rubellimicrobium sp. CFH 75288	species	0	4	2	11	4
182141	Pseudoalteromonas prydzensis	species	0	14	0	5	1
1282362	Asticcacaulis sp. AC466	species	0	6	2	2	7
1193542	uncultured Salinicola sp.	species	0	5	4	14	27
2024425	Hamadaea sp.	species	0	1	1	22	1
2587808	Cellulosimicrobium protaetiae	species	0	1	0	16	1
2036687	Thalassotalea profundi	species	0	3	0	1	3
1892382	Endozoicomonas sp.	species	0	2	6	32	33
1736394	Knoellia sp. Soil729	species	0	2	3	71	15
83262	Mycobacteroides immunogenum	species	0	6	6	370	10
2763029	Blautia lenta	species	0	5	6	1	4
914152	Tropicimonas aquimaris	species	0	12	0	4	0
2706882	Ruegeria sp. PrR005	species	0	2	1	3	1
2528001	Botrimarina colliarenosi	species	0	18	9	55	24
2787727	Salinibacterium sp. CAN_S4	species	0	8	5	31	12
2963429	Methyloversatilis sp. XJ19-49	species	0	1	1	30	7
156203	Petrotoga olearia	species	0	4	2	1	6
681392	Microvirga sesbaniae	species	0	4	0	1	1
132608	Planktothricoides raciborskii	species	0	1	0	24	0
2341083	Mycobacterium innocens	species	0	1	0	51	2
1784719	Leucobacter triazinivorans	species	0	7	11	90	37
1566347	Geobacter sp. AOG2	species	0	22	5	21	38
2954671	Paenibacillus sp. FSL H8-0034	species	0	3	2	9	8
63742	Natrialba	genus	0	1	0	2	1
2579942	Dyadobacter flavalbus	species	0	5	3	13	11
293089	Martelella mediterranea	species	0	7	12	10	11
1858795	Thermobacillus sp. ZCTH02-B1	species	0	3	4	6	8
44472	Microcoleus sp.	species	0	9	9	54	31
447567	Vreelandella andesensis	species	0	3	12	7	2
1977060	Polaromonas sp. AER18D-145	species	0	8	10	123	36
3383121	Paenibacillus sp. MB22_1	species	0	1	0	0	0
490089	Cerasicoccus maritimus	species	0	57	10	591	47
546114	Castellaniella ginsengisoli	species	0	6	11	36	43
2239	Halobacterium	genus	0	3	1	2	2
1894	Kitasatospora aureofaciens	species	0	2	0	7	3
650891	Marinobacter daqiaonensis	species	0	1	1	8	1
648782	Ruania alba	species	0	2	1	0	2
2585206	Brachybacterium subflavum	species	0	1	0	3	2
3055768	Chloroflexus sp. MS-CIW-1	species	0	13	0	0	1
113653	Geoglobus ahangari	species	0	13	0	3	2
1742688	Hamadaea flava	species	0	1	1	4	1
543632	Actinoplanes subtropicus	species	0	5	0	18	2
3088357	Tumidithrix elongata	species	0	4	5	35	12
2654190	Arthrobacter sp. JZ12	species	0	2	0	18	5
3034358	Paraburkholderia sp. SUR17	species	0	2	2	4	13
3128903	Ascidiimonas meishanensis	species	0	13	3	14	22
1944	Streptomyces halstedii	species	0	1	0	13	6
2423	Fervidobacterium islandicum	species	0	6	2	1	4
183963	Halobacteria	class	0	3	0	3	5
1965631	Alistipes sp. An31A	species	0	1	1	3	4
2305227	Longirhabdus pacifica	species	0	3	2	2	8
342943	Sinobaca	genus	0	3	0	2	4
2563960	Mesorhizobium sp. M8A.F.Ca.ET.165.01.1.1	species	0	1	0	3	1
63959	Demetria terragena	species	0	4	0	52	8
3374625	Kaistia sp. UC242_56	species	0	2	1	2	4
2754695	Microvirga mediterraneensis	species	0	4	5	5	6
1616834	Hydrococcus rivularis	species	0	1	0	13	3
3144664	Parafrigoribacterium humi	species	0	5	4	26	11
2771012	Wenzhouxiangella sp. AB-CW3	species	0	11	8	40	12
2714892	Mucilaginibacter inviolabilis	species	0	1	0	1	5
3365687	Streptomyces sp. NPDC052301	species	0	1	0	3	0
1185872	Desertifilum	genus	0	1	1	27	4
2885951	Thermoleptolyngbya sichuanensis	species	0	1	0	0	2
414049	Pigmentiphaga daeguensis	species	0	2	4	4	8
2024857	Rubinisphaera sp.	species	0	17	1	16	4
96230	Legionella fallonii	species	0	5	17	13	6
931629	Mucilaginibacter lutimaris	species	0	4	1	1	5
2942481	Microbacterium sp. LRZ72	species	0	1	1	19	8
182640	Kribbella flavida	species	0	10	1	6	1
1561194	Dyella sp. EPa41	species	0	4	1	5	2
1433996	Desulfobaculum	genus	0	11	13	11	37
2803775	Sphingobacterium faecale	species	0	2	1	15	21
2599926	Methanogenium sp. MK-MG	species	0	5	1	4	19
1801620	Collimonas sp. OK307	species	0	1	0	14	18
2831675	Paracoccus sp. pheM1	species	0	5	5	7	7
3135776	Luteolibacter sp. AS25	species	0	33	5	132	39
2778365	Ktedonobacter robiniae	species	0	7	4	46	4
59561	Trueperella bernardiae	species	0	5	14	4	17
1537398	Undibacterium aquatile	species	0	1	6	2	22
2862870	Salinarchaeum sp. IM2453	species	0	1	3	3	0
2714956	Motilibacter deserti	species	0	4	6	213	5
32046	Synechococcus elongatus	species	0	2	5	132	22
1795305	Marimonas arenosa	species	0	2	1	9	6
634771	Chitinophaga eiseniae	species	0	10	3	9	11
252231	Nocardioides aestuarii	species	0	3	1	46	3
2824764	Mesorhizobium sp. GbtcB19	species	0	5	0	2	4
709813	Azospirillum sp. TSA6c	species	0	1	0	6	2
3035914	Tigheibacillus jepli	species	0	1	0	2	0
96941	Methylobacter psychrophilus	species	0	19	6	301	21
2819109	Arthrobacter sp. ISL-30	species	0	2	0	8	1
1484	Hydrogenibacillus schlegelii	species	0	2	2	8	1
445670	Thiohalophilus	genus	0	21	1	56	7
2496749	Mesorhizobium sp. M2A.F.Ca.ET.067.02.1.1	species	0	3	1	1	0
2815653	Leptolyngbya sp. UWPOB_LEPTO1	species	0	3	3	4	4
1117702	Novosphingobium fuchskuhlense	species	0	4	1	25	3
1236968	Iodidimonas nitroreducens	species	0	1	0	6	1
2033640	Niameybacter sp.	species	0	3	10	14	27
3136795	Pseudomonas sp. TWI929	species	0	1	0	0	3
2763668	Jutongia huaianensis	species	0	1	3	23	6
3392297	Nocardioides sp. Bht2	species	0	7	4	20	5
3163481	Methylobacterium sp. EM32	species	0	1	0	1	0
3050452	Marinobacter sp. SS8-8	species	0	1	2	7	4
2795215	Brachybacterium halotolerans	species	0	2	1	4	4
2968086	Aeromicrobium duanguangcaii	species	0	3	1	22	3
2518990	Candidatus Seongchinamella marina	species	0	3	0	26	18
1620705	Alkalinema pantanalense	species	0	4	3	25	7
501497	Thermodesulfatator atlanticus	species	0	11	3	3	12
152260	Chloroflexus aggregans	species	0	5	2	13	3
2605780	Collinsella sp. WCA1-178-WT-3 (M2)	species	0	2	0	1	1
2672572	Cellulosimicrobium composti	species	0	1	0	33	1
2055137	Caulobacter zeae	species	0	1	4	0	2
3404919	Rhodococcus sp. O3	species	0	1	0	5	0
2512223	Kribbella steppae	species	0	1	1	66	0
377315	Mariprofundus	genus	0	6	1	34	21
1796033	Pseudomonas sp. BMS12	species	0	3	1	6	16
2629323	unclassified Roseibium	no rank	0	5	6	12	14
1943580	Pyramidobacter sp. C12-8	species	0	3	1	6	13
1965664	Flavonifractor sp. An9	species	0	2	2	10	10
3029084	Aminithiophilus ramosus	species	0	1	9	7	37
2987523	Erythrobacter fulvus	species	0	16	7	26	2
986711	Micromonospora maritima	species	0	2	0	5	0
2564100	Cohnella pontilimi	species	0	1	3	1	9
2108445	Mesorhizobium sp. DCY119	species	0	1	3	1	4
273032	Bacillus taeanensis	species	0	2	1	9	11
1964209	Palleronia pontilimi	species	0	1	1	8	1
365489	Dyadobacter beijingensis	species	0	1	0	0	2
1747198	Lacinutrix gracilariae	species	0	1	0	7	3
2940604	Mycetocola sp. BIGb0189	species	0	2	0	4	0
2708539	Caulobacter soli	species	0	7	5	3	10
1259338	Janthinobacterium sp. MDB2-8	species	0	3	1	2	2
1795639	Aquisalinus	genus	0	1	1	4	2
1027273	Endozoicomonas montiporae	species	0	1	1	12	17
329858	Cohnella thermotolerans	species	0	2	2	16	10
1392997	Candidatus Methanoperedens	genus	0	21	1	5	34
2822348	Microbacterium sp. Bi121	species	0	1	0	0	0
2886690	Pusillimonas sp. MFBS29	species	0	2	14	56	25
3110231	Thiobacillus sedimenti	species	0	2	6	41	23
1633874	Acetobacter oryzifermentans	species	0	1	0	3	1
79882	Sutcliffiella halmapala	species	0	11	0	1	5
1457311	Sinomonas notoginsengisoli	species	0	9	0	4	0
2021221	Rickettsiales endosymbiont of Trichoplax sp. H2	species	0	3	2	3	1
1230698	Marisediminicola	genus	0	2	0	5	2
2048915	Sedimentitalea sp.	species	0	1	2	10	0
1545835	Marinitoga sp. 1137	species	0	3	1	1	6
1216062	Desulforadius tongensis	species	0	8	1	2	19
129052	Catelliglobosispora koreensis	species	0	5	2	38	3
1705	Corynebacterium stationis	species	0	2	1	8	7
2000	Streptosporangium	genus	0	3	3	229	11
2763045	Eubacterium segne	species	0	4	10	15	15
1707952	Chloroflexus islandicus	species	0	6	0	14	4
3400921	Larkinella sp. VNQ87	species	0	7	1	15	8
414715	Actinospica	genus	0	2	1	46	3
2873263	Marinicella meishanensis	species	0	3	1	36	7
2798803	Sedimentitalea arenosa	species	0	1	1	0	1
2489173	Alteraurantiacibacter aquimixticola	species	0	5	9	15	5
1737983	Labrys sp. WJW	species	0	3	3	2	6
1651082	Celeribacter persicus	species	0	3	14	4	1
2907154	Erythrobacter sp. SDW2	species	0	4	2	6	13
591154	Candidatus Methylacidiphilum fumarolicum	species	0	1	1	5	0
1457250	Halapricum salinum	species	0	15	0	11	2
555083	Psychrosphaera haliotis	species	0	3	0	1	2
28083	Legionella birminghamensis	species	0	2	7	11	8
2635278	unclassified Arsukibacterium	no rank	0	3	0	235	6
2164067	Algihabitans albus	species	0	6	5	38	15
3348344	Dehalococcoides sp. THU4	species	0	10	17	8	23
3413027	Pseudactinotalea sp. Z1748	species	0	2	1	48	12
3156345	Devosia sp. UYZn731	species	0	1	0	5	3
2861190	Hyalangium versicolor	species	0	10	5	62	21
3233024	Brevundimonas sp. 2YAF1	species	0	5	1	1	4
1597956	Limnohabitans sp. Hippo3	species	0	1	1	57	5
336820	Pedobacter roseus	species	0	1	0	1	16
2872312	Kordiimonas marina	species	0	9	4	3	5
650341	Leeia	genus	0	5	5	61	43
664638	Leucobacter salsicius	species	0	3	10	71	31
228398	Streptacidiphilus	genus	0	4	0	90	8
297536	Oryzihumus leptocrescens	species	0	3	1	117	7
629773	Sphingomonas sp. Mn802worker	species	0	2	0	1	3
439612	Daeguia caeni	species	0	2	7	34	7
46177	Nonomuraea pusilla	species	0	7	1	15	0
2494373	Flammeovirga pectinis	species	0	3	2	8	12
1008307	Maricurvus nonylphenolicus	species	0	3	2	24	12
189834	Actinobacillus porcitonsillarum	species	0	1	2	0	0
1638165	Aureimonas sp. N4	species	0	1	0	2	11
2605940	Hwanghaeella	genus	0	3	2	7	7
3050158	Komarekiella delphini-convector	species	0	3	0	1	0
3233028	Stenotrophomonas sp. 2YAF22	species	0	1	0	1	0
598660	Corynebacterium pyruviciproducens	species	0	4	1	20	15
3133721	Sediminicoccus sp. KRV36	species	0	8	0	25	18
3072311	Mesorhizobium australafricanum	species	0	2	1	0	2
1476466	Croceibacterium xixiisoli	species	0	3	3	22	17
2590010	Dolichospermum sp. UHCC 0259	species	0	1	0	1	1
2981778	Agathobaculum ammoniilyticum	species	0	3	9	35	56
55952	Streptomyces toyocaensis	species	0	3	0	0	0
273251	Paraburkholderia sabiae	species	0	3	6	16	1
2562311	Roseomonas sp. AR75	species	0	3	1	70	12
3368575	Sulfitobacter sp. M22298	species	0	1	0	0	0
2627005	unclassified Frigoribacterium	no rank	0	7	1	10	2
2527987	Allorhodopirellula solitaria	species	0	12	13	60	9
2052167	Melioribacter sp.	species	0	3	0	8	6
3346563	Streptomyces sp. NPDC058623	species	0	1	0	0	0
1589	Lactiplantibacillus pentosus	species	0	2	8	9	8
3404055	Ensifer sp. R-19	species	0	1	0	0	0
2600579	[Mycobacterium] fortunisiensis	species	0	1	4	10	1
347481	Asticcacaulis benevestitus	species	0	2	2	3	4
681627	Micrococcus sp. TA1	species	0	2	1	5	2
2663824	unclassified Leifsonia	no rank	0	12	158	68	25
90814	Thiomicrorhabdus sp. Milos-T2	species	0	3	1	6	10
28072	Nostoc sp. PCC 7524	species	0	3	0	10	7
2796465	Streptomyces adelaidensis	species	0	1	0	8	0
3068314	Brevundimonas sp. C43	species	0	30	8	5	6
507753	Acidiplasma	genus	0	4	0	1	4
2250594	Shinella pollutisoli	species	0	12	18	25	8
3157341	Pseudoxanthomonas sp. Soil82	species	0	17	17	77	150
85011	Kitasatosporales	order	0	2	2	418	4
2839057	Acinetobacter Taxon 24D	species subgroup	0	1	2	3	3
33907	Pseudonocardia alni	species	0	3	1	48	9
2630420	unclassified Sphaerisporangium	no rank	0	1	0	9	0
2304571	Enterorhabdus sp. P55	species	0	2	5	2	20
455078	Rhodocytophaga aerolata	species	0	10	10	48	75
1904377	Acuticoccus	genus	0	3	3	12	8
1084520	Flaviaesturariibacter amylovorans	species	0	7	14	39	23
2762234	Sporosarcina quadrami	species	0	1	2	1	1
3119926	Xanthobacter sp. V8C-5	species	0	5	15	24	14
1121721	Jongsikchunia kroppenstedtii	species	0	12	42	11	189
1665687	Oleiagrimonas citrea	species	0	2	3	1	2
3438774	Collinsella sp. LCP21S3_E4	species	0	2	2	2	3
1725	Corynebacterium xerosis	species	0	8	4	24	12
1339233	Microbacterium sp. ZOR0019	species	0	1	0	0	10
408067	Yinghuangia seranimata	species	0	1	1	84	3
1565415	Streptomyces xiaopingdaonensis	species	0	1	0	0	0
2832373	Pseudomonas sp. GL-B-16	species	0	1	0	3	0
200253	Deinococcus aerius	species	0	2	0	11	3
1028	Marivirga sericea	species	0	10	1	9	16
3020842	Desulfovibrio sp. Fe33	species	0	4	0	4	9
1920170	Dyella flava	species	0	4	0	10	3
1647451	Chitinophaga barathri	species	0	1	1	18	8
2027858	Aureimonas endophytica	species	0	1	7	6	3
3075605	Stakelama saccharophila	species	0	3	6	4	3
2614230	Ferroglobus sp.	species	0	3	1	2	2
1131552	Methylomonas sp. MK1	species	0	2	2	16	2
3416952	Nocardioides sp. BYT-33-1	species	0	5	3	19	5
2748010	Thiomicrorhabdus heinhorstiae	species	0	9	0	0	1
2922272	Cognataquiflexum nitidum	species	0	3	4	16	22
12960	Azoarcus	genus	0	9	14	35	75
2420311	Agrobacterium sp. FDAARGOS_525	species	0	2	5	3	7
33981	Kineococcus	genus	0	9	5	553	24
2866282	Pseudomonas sp. PS1(2021)	species	0	1	0	0	3
2759676	Rhodobacter sp. NTK016B	species	0	4	6	10	9
153376	Pseudonocardia zijingensis	species	0	1	0	19	8
1308979	Petrotoga sp. 9PW.55.5.1	species	0	22	2	4	13
203523	Longispora albida	species	0	8	3	56	3
2976335	Chlorobaculum sp. MV4-Y	species	0	4	4	10	6
1163710	Cronobacter condimenti	species	0	1	0	2	0
264574	Oceanimonas smirnovii	species	0	1	0	4	15
1848291	Rhizobium sp. LCM 4573	species	0	1	2	22	2
2072590	Pseudoduganella armeniaca	species	0	5	2	6	13
481183	Pseudotamlana agarivorans	species	0	7	0	7	12
3153572	Acrocarpospora sp. B8E8	species	0	3	0	20	4
111803	Actinocorallia longicatena	species	0	4	2	28	3
40566	Actinosynnema	genus	0	2	1	12	2
459274	uncultured Salinibacterium sp.	species	0	9	5	23	6
35622	Thermostaphylospora chromogena	species	0	6	0	26	1
2647013	unclassified Pseudochrobactrum	no rank	0	8	1	2	3
2002	Streptosporangium amethystogenes	species	0	4	2	20	0
327939	Pseudoalteromonas byunsanensis	species	0	7	4	0	9
2758570	Rugamonas apoptosis	species	0	5	1	14	10
3057280	Bradyrhizobium sp. SZCCHNRI1073	species	0	10	3	5	7
2876715	Salinimicrobium sediminilitoris	species	0	1	1	4	6
1705353	Aurantimicrobium	genus	0	9	6	621	10
1392758	Rhizocola hellebori	species	0	2	2	279	8
2944208	Zhenhengia sp.	species	0	2	6	19	31
1884818	Escherichia sp.	species	0	1	0	1	3
1965592	Gordonibacter sp. An230	species	0	3	1	26	10
1932117	Inquilinus sp.	species	0	7	3	24	14
579484	Marinomonas sp. S3726	species	0	2	1	1	5
2491049	Leucobacter sp. OH1287	species	0	4	7	7	7
1784	Mycobacterium simiae	species	0	1	2	28	3
2734	Symbiobacterium thermophilum	species	0	10	2	46	27
324952	Streptosporangium canum	species	0	4	3	19	5
2961955	Candidatus Cardinium sp. TP	species	0	1	0	0	0
2692793	Cyanobium sp. FACHB-13342	species	0	1	0	13	0
2594265	Ornithinimicrobium ciconiae	species	0	1	2	57	4
318121	uncultured Thermomonas sp.	species	0	8	15	18	55
3073815	Halioxenophilus sp. WMMB6	species	0	4	5	78	18
498846	Candidatus Korarchaeum cryptofilum	species	0	6	1	6	6
354351	Pseudochrobactrum asaccharolyticum	species	0	15	38	61	47
2014534	Microbacterium sp. PM5	species	0	1	0	4	3
2780027	Falsigemmobacter	genus	0	31	5	14	12
3400909	Devosia sp. CN2-171	species	0	4	3	28	13
182270	Aurantimonas coralicida	species	0	7	0	41	3
3101197	Baaleninema sp.	species	0	27	1	115	8
1225564	Microvirga vignae	species	0	2	0	1	8
2724528	Crateriforma spongiae	species	0	1	0	38	4
3031631	Paraburkholderia sp. RL17-383-BIF-A	species	0	1	1	0	1
2968465	Corynebacterium sp. 142RC1	species	0	1	0	0	0
1761895	Pseudomonas sp. bs2935	species	0	1	1	0	0
1137961	Allokutzneria sp. NRRL B-24872	species	0	1	0	17	0
1439726	Methylobrevis pamukkalensis	species	0	8	7	24	10
1884876	Winogradskyella flava	species	0	2	0	8	11
2184695	Exiguobacterium flavidum	species	0	1	0	4	5
1962290	Leptolyngbya ohadii	species	0	8	1	60	7
504805	Sinosporangium album	species	0	2	4	72	3
227943	Limosilactobacillus antri	species	0	2	1	1	0
2728838	Sphingomonas sp. G-3-2-10	species	0	5	3	14	21
1906	Streptomyces fradiae	species	0	12	5	116	34
3377166	Stenotrophomonas maltophilia group sp. Smal13	species	0	1	7	20	13
2961574	Haloarcula marina	species	0	2	0	2	0
3377035	Bosea sp. CER48	species	0	3	1	38	7
2735435	Sulfitobacter sp. HGT1	species	0	2	6	2	2
2614945	unclassified Altererythrobacter	no rank	0	6	5	2	4
2073158	Amycolatopsis sp. CA-126428	species	0	1	0	1	0
2816993	Pseudomonas schmalbachii	species	0	1	2	10	9
3041922	Microbacterium candidum	species	0	5	17	20	7
3034018	Runella sp. MFBS21	species	0	3	0	71	28
2030	Kibdelosporangium aridum	species	0	3	5	52	5
2116701	Kumtagia ephedrae	species	0	5	7	14	16
645517	Paraurantiacibacter namhicola	species	0	2	2	3	0
335406	Sphingosinicella microcystinivorans	species	0	14	22	53	38
1329370	Franzmannia qiaohouensis	species	0	1	0	2	1
2599615	Luteimonas wenzhouensis	species	0	2	1	30	29
1490222	Actinoallomurus bryophytorum	species	0	2	2	15	0
3072793	Acuticoccus sp. MNP-M23	species	0	3	1	18	1
3042262	Microbacterium sp. W4I20	species	0	1	0	2	3
2576932	Polynucleobacter sp. MG-6-Vaara-E2	species	0	1	0	5	1
1736390	Agromyces sp. Soil535	species	0	3	7	19	2
1776083	Microbacterium sp. T32	species	0	1	0	3	10
1591085	Dyadobacter jiangsuensis	species	0	1	1	1	7
1287735	Achromobacter insuavis	species	0	1	6	30	18
2837491	Canibacter zhuwentaonis	species	0	2	7	4	5
141390	Chromohalobacter israelensis	species	0	3	13	15	26
3098914	Vibrio iocasae	species	0	1	0	8	5
1495314	Methanoculleus sp. MH98A	species	0	2	0	0	16
1881053	Nitrosomonas sp. Nm132	species	0	1	4	12	24
1524832	Sphingobium sp. SA2	species	0	4	1	4	6
3060460	Pyrofollis japonicus	species	0	1	2	0	0
2170428	Vulcanococcus limneticus	species	0	8	8	537	19
2651727	Leptothoe kymatousa	species	0	1	0	8	0
425	Methylosinus	genus	0	7	3	42	16
2944391	Anaerofustis sp. NSJ-163	species	0	1	0	0	0
2880704	Duncaniella muricolitica	species	0	4	0	3	13
1502775	Caulobacter sp. UNC279MFTsu5.1	species	0	9	3	6	9
2925843	Lysobacter sp. S4-A87	species	0	8	2	16	24
1628156	uncultured Carboxylicivirga sp.	species	0	2	0	0	1
670291	Microvirga aerophila	species	0	9	3	19	20
3133441	Pedobacter superstes	species	0	1	0	11	23
2234133	Algibacillus agarilyticus	species	0	1	0	31	2
1329800	Arenicella chitinivorans	species	0	13	0	7	4
2565933	Naasia lichenicola	species	0	3	3	36	4
1969739	Parafilimonas sp.	species	0	9	12	53	100
696763	Thermasporomyces composti	species	0	2	1	80	6
2251	Haloferax	genus	0	8	1	23	3
1273429	Vulcaniibacterium tengchongense	species	0	4	3	4	17
2787631	Lacisediminihabitans sp.	species	0	6	2	29	22
1743168	Polynucleobacter wuianus	species	0	1	0	2	1
113567	Actinoplanes italicus	species	0	2	0	4	3
3345417	Micromonospora sp. LOL_021	species	0	3	0	3	0
434347	Kribbella hippodromi	species	0	2	0	9	0
1549636	Rhizobium aquaticum	species	0	3	3	6	3
945692	Gordonia neofelifaecis	species	0	2	0	13	16
2213015	Pseudomonas sichuanensis	species	0	3	3	6	17
347534	Zobellella denitrificans	species	0	3	6	10	9
1121830	Fodinicurvata fenggangensis	species	0	1	0	7	3
3398226	Candidatus Nitrososphaera sp. FF02	species	0	4	0	2	3
2949639	unclassified Paraconexibacter	no rank	0	4	0	9	1
2599077	Synechococcus sp. BSA11S	species	0	3	0	1	0
