	ALB.17_ERR1713331_db11.ganon_report.tre	AUS.18_ERR1713332_db11.ganon_report.tre	AUS.18a_ERR1713333_db11.ganon_report.tre	AUT.70_ERR1713334_db11.ganon_report.tre	BGR.66_ERR1713335_db11.ganon_report.tre	BRA.53_ERR1713336_db11.ganon_report.tre	BRA.53a_ERR1713337_db11.ganon_report.tre	BWA.19_ERR1713338_db11.ganon_report.tre	CAN.22_ERR1713339_db11.ganon_report.tre	CAN.22a_ERR1713340_db11.ganon_report.tre	CAN.22b_ERR1713341_db11.ganon_report.tre	CAN.22c_ERR1713342_db11.ganon_report.tre	CHE.67_ERR1713343_db11.ganon_report.tre	CHN.64_ERR1713344_db11.ganon_report.tre	CIV.13_ERR1713345_db11.ganon_report.tre	COL.2_ERR1713346_db11.ganon_report.tre	CZE.23_ERR1713347_db11.ganon_report.tre	DEU.27_ERR1713348_db11.ganon_report.tre	DNK.71_RA_ERR1713349_db11.ganon_report.tre	DNK.71_RD_ERR1713350_db11.ganon_report.tre	DNK.71_RL_ERR1713351_db11.ganon_report.tre	ECU.14_ERR1713352_db11.ganon_report.tre	ECU.14a_ERR1713353_db11.ganon_report.tre	ESP.75_ERR1713354_db11.ganon_report.tre	ETH.24_ERR1713355_db11.ganon_report.tre	FIN.25_ERR1713356_db11.ganon_report.tre	GEO.59_ERR1713357_db11.ganon_report.tre	GHA.4_ERR1713358_db11.ganon_report.tre	HRV.68_ERR1713360_db11.ganon_report.tre	HUN.61_ERR1713361_db11.ganon_report.tre	IND.11_ERR1713362_db11.ganon_report.tre	IRL.69_ERR1713363_db11.ganon_report.tre	IRN.12_ERR1713364_db11.ganon_report.tre	ISL.28_ERR1713365_db11.ganon_report.tre	ISR.29_ERR1713366_db11.ganon_report.tre	ITA.30_ERR1713367_db11.ganon_report.tre	KAZ.6_ERR1713368_db11.ganon_report.tre	KEN.72_ERR1713369_db11.ganon_report.tre	KHM.21_ERR1713370_db11.ganon_report.tre	LKA.40_ERR1713371_db11.ganon_report.tre	LUX.32_ERR1713372_db11.ganon_report.tre	LVA.31_ERR1713373_db11.ganon_report.tre	MDA.65_ERR1713374_db11.ganon_report.tre	MKD.62_ERR1713375_db11.ganon_report.tre	MLT.63_ERR1713376_db11.ganon_report.tre	MYS.54_ERR1713377_db11.ganon_report.tre	NGA.50_ERR1713378_db11.ganon_report.tre	NLD.43_ERR1713379_db11.ganon_report.tre	NOR.34_ERR1713380_db11.ganon_report.tre	NPL.33_ERR1713381_db11.ganon_report.tre	NZL.56_ERR1713382_db11.ganon_report.tre	PAK.7_ERR1713384_db11.ganon_report.tre	PER.35_ERR1713385_db11.ganon_report.tre	POL.36_ERR1713383_db11.ganon_report.tre	SEN.8_ERR1713386_db11.ganon_report.tre	SGP.52_ERR1713387_db11.ganon_report.tre	SRB.37_ERR1713388_db11.ganon_report.tre	SVK.9_ERR1713389_db11.ganon_report.tre	SVN.38_ERR1713390_db11.ganon_report.tre	SWE.41_ERR1713391_db11.ganon_report.tre	SWE.41a_ERR1713392_db11.ganon_report.tre	TCD.1_ERR1713393_db11.ganon_report.tre	TGO.44_ERR1713394_db11.ganon_report.tre	TUR.46_ERR1713395_db11.ganon_report.tre	TZA.15_ERR1713396_db11.ganon_report.tre	USA.74_ERR1713397_db11.ganon_report.tre	USA.74a_ERR1713398_db11.ganon_report.tre	USA.74b_ERR1713399_db11.ganon_report.tre	USA.74c_ERR1713400_db11.ganon_report.tre	USA.74d_ERR1713401_db11.ganon_report.tre	USA.74e_ERR1713402_db11.ganon_report.tre	USA.74f_ERR1713403_db11.ganon_report.tre	USA.74g_ERR1713404_db11.ganon_report.tre	USA.74h_ERR1713405_db11.ganon_report.tre	USA.74i_ERR1713406_db11.ganon_report.tre	VNM.48_ERR1713407_db11.ganon_report.tre	XK.60_ERR1713408_db11.ganon_report.tre	ZAF.39_ERR1713409_db11.ganon_report.tre	ZMB.49_ERR1713410_db11.ganon_report.tre	ZMB.49b_ERR1713411_db11.ganon_report.tre
Otoolea	229	81	47	619	185	715	205	1000	38	21	253	368	98	250	108	332	281	125	619	1240	584	132	199	726	686	316	25	35	190	103	1468	497	356	145	93	237	171	1390	463	33	876	92	109	766	57	1035	527	14	200	1669	164	363	516	223	658	119	447	406	1303	713	761	3	37	35	1028	995	971	130	5600	2759	3113	658	675	3406	200	59	1189	960	1264	800
Kahnovirus	2515	132	123	1355	365	792	267	583	55	34	336	321	131	38	54	2751	976	281	505	1251	461	229	1596	156	926	372	58	18	222	53	338	819	561	73	319	207	832	259	924	137	822	967	455	1213	598	213	90	12	180	2246	79	1163	3825	2481	554	337	1217	832	1517	2639	340	8	31	35	162	519	218	135	1815	393	988	963	232	931	1018	57	1783	1294	1288	545
Kehishuvirus	53	7	12	94	21	4	27	216	4	3	11	24	4	4	95	289	19	14	23	42	19	3	87	6	193	54	1	15	26	2	17	24	44	8	8	21	38	130	571	3	47	15	11	82	99	7	115	2	8	348	16	312	52	121	569	12	90	46	46	118	39	17	20	12	27	44	5	7	128	22	79	44	32	20	76	8	22	54	164	161
Paundivirus	5	4	2	15	0	6	33	141	1	1	3	3	8	2	8	364	12	4	1	13	7	1	10	0	165	2	0	2	0	0	1	10	0	0	2	2	5	132	8	0	4	13	1	0	1	5	0	2	8	136	1	782	132	4	31	5	5	2	2	81	9	1	2	1	31	8	1	1	4	7	6	3	0	2	3	1	1	179	408	157
Wulfhauvirus	33	0	0	7	0	1	1	26	3	0	5	6	0	0	0	2	2	0	1	5	3	0	0	0	1	4	0	0	1	0	10	5	25	2	0	0	15	21	0	9	2	2	7	11	0	9	0	0	3	153	1	14	1	3	0	1	1	3	6	3	1	0	0	0	4	9	0	1	1	3	1	1	0	2	6	0	1	3	25	68
Afonbuvirus	1864	918	702	4388	1577	2070	327	4008	1204	462	2900	5386	677	226	592	8795	1800	1375	970	2324	836	286	2352	2038	3129	1897	107	66	1121	329	512	1976	1689	211	864	654	1936	1118	1856	674	1648	1224	1205	4700	1198	1449	671	56	451	3365	758	768	3173	4709	3394	1690	5665	3899	5172	5832	1470	21	160	181	585	5922	2500	923	7323	5565	4659	6078	1525	8089	1152	168	819	5702	2904	1710
Canhaevirus	517	126	86	983	335	179	54	702	111	47	253	509	103	31	118	1262	577	268	255	540	185	68	622	149	667	389	35	21	208	55	75	303	300	50	130	147	726	163	570	58	404	309	349	742	205	132	163	9	115	529	69	274	343	1616	362	314	2238	793	951	1126	298	5	30	31	70	361	196	67	465	408	298	311	113	681	370	40	373	657	530	295
Cohcovirus	893	198	212	2130	665	541	222	861	172	82	377	955	257	73	116	2622	977	409	515	1086	340	112	1201	339	929	883	62	20	414	107	110	623	398	64	169	270	781	225	990	86	846	430	253	1856	430	331	199	21	180	761	131	566	1073	1438	662	632	2041	1385	2218	3003	524	8	37	59	153	1164	652	165	1387	978	827	852	259	1284	654	57	762	1420	1052	599
Culoivirus	310	46	41	389	167	138	15	455	63	14	102	224	51	17	108	604	204	104	124	252	124	26	174	72	857	202	21	7	61	20	110	97	168	25	51	93	211	99	554	72	164	119	102	459	89	68	82	3	58	924	22	569	206	321	543	84	467	284	397	718	178	5	20	14	36	289	112	53	387	223	145	215	92	311	123	15	101	628	183	209
Blohavirus	1148	871	476	1865	363	992	154	2019	834	346	1218	4050	400	194	70	4525	1187	698	544	1323	503	82	1098	1284	2081	1393	223	25	630	93	236	1553	624	239	668	388	623	752	1113	150	1527	394	619	1879	756	274	146	37	391	1165	269	436	287	2308	2387	818	1516	1974	2877	3147	869	12	48	88	188	5443	2129	626	5149	4192	3657	3596	972	4819	758	91	605	1145	1258	1186
Buchavirus	350	53	53	625	186	197	142	512	63	20	195	485	142	41	71	1459	230	190	176	442	160	23	174	123	992	328	55	4	185	32	248	165	269	47	78	115	347	272	451	61	281	113	168	751	147	85	65	8	96	1882	46	292	122	424	685	131	1060	409	729	1248	310	4	29	24	130	380	118	60	599	347	348	258	136	741	149	14	205	673	511	488
Cenphatecvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Dunedinvirus	2	1	1	0	0	0	0	1	0	0	0	0	2	0	3	1	2	0	1	2	1	0	2	0	3	0	0	0	1	0	1	0	1	0	0	0	5	1	8	0	0	0	0	0	0	0	3	0	2	0	1	2	21	2	3	1	0	3	3	3	0	0	0	1	1	5	0	0	5	0	2	0	0	0	2	0	0	0	6	0
Enchivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fengtaivirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gwanakrovirus	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0
Kokobelvirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lavrentievavirus	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0
Phobosvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Redjacvirus	0	0	0	0	0	1	4	2	0	0	0	1	0	0	0	5	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	3	0	0	0	1	1	7
Salvovirus	11	0	0	10	6	1	5	18	1	1	1	1	3	0	0	4	9	2	9	14	9	0	7	1	7	4	2	0	3	0	0	0	5	0	0	5	16	0	3	1	6	1	4	4	2	2	2	1	0	0	0	5	1	10	3	1	4	24	9	4	3	0	0	0	0	7	1	0	1	2	2	1	2	6	2	0	4	4	2	1
Seodaemunguvirus	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2
Sharonstreetvirus	20	4	1	4	12	6	16	30	4	0	9	35	2	2	5	56	9	1	18	25	4	4	7	9	18	4	0	0	10	2	5	27	63	2	3	14	95	3	22	1	29	5	1	16	2	3	3	0	3	137	4	10	38	40	9	3	2	66	13	8	8	0	0	8	8	32	0	2	62	34	23	6	9	107	4	0	12	26	15	23
Zhonglingvirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tannockella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sideroxyarcus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Wujia	2328	95	101	2040	400	286	394	93	41	26	367	1187	649	1604	230	371	429	265	1761	4513	3034	155	595	495	859	574	81	33	185	147	1278	1297	581	283	147	557	539	1377	147	102	4042	645	742	1610	379	495	1609	56	1279	2759	251	789	12566	770	454	150	1913	646	1604	4409	1923	7	119	27	3046	1053	1990	222	988	3766	825	118	300	4643	563	42	11183	652	1227	476
Simiaoa	4627	495	413	8379	4265	1446	1456	1220	244	100	852	3242	1561	4185	1578	1576	2629	1080	11780	34316	22217	447	1894	1155	9432	4655	296	168	1090	416	19520	6514	3235	2366	320	4037	3881	11103	588	482	16796	3189	4136	8120	6804	2992	3198	180	9032	17486	1788	23150	39791	2791	1842	390	6492	4942	4706	26345	7140	43	456	143	47382	1589	3620	485	5079	4441	3203	403	1510	5280	1856	170	19750	5632	7577	7858
Qiania	102	27	47	276	38	85	36	61	10	12	82	152	75	103	37	53	81	61	216	543	243	5	98	57	127	142	14	4	39	18	168	243	96	54	34	74	79	144	82	27	313	70	48	139	79	164	127	7	145	884	60	228	366	133	80	50	185	98	425	552	247	0	29	6	233	117	138	22	179	279	132	32	27	261	179	4	221	250	277	165
Wansuia	314	51	85	460	77	151	75	98	30	34	188	288	183	90	90	470	180	90	360	1040	463	29	201	169	378	283	14	3	85	47	396	473	187	119	62	130	164	376	230	84	310	188	174	320	107	274	362	12	111	1327	66	417	397	296	278	85	379	200	635	1087	258	4	38	18	234	251	282	53	546	729	461	122	109	598	221	11	728	362	257	201
Paenalkalicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wielerella	0	0	0	0	0	10	0	20	0	0	0	0	0	0	14	0	11	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	11	5	3	0	5	0	0	0	5	1	0	12	1	0	0	0	0	0	0	0	1	0	1	0	7	0	6	2	0	0	2	0	0	3	11	0
Swiduovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	18	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2
Veillonella	6223	1095	1280	7116	3405	4050	792	1742	1716	676	2960	8328	2281	1022	6702	2440	5304	3313	6251	9284	2894	1392	2061	3662	6477	7876	323	128	3225	755	5600	6543	4175	425	859	2161	8656	17556	1100	2420	12139	3745	7569	7276	1198	3424	8240	69	2195	7127	1962	10893	9839	8432	2150	3780	11962	6758	29516	14054	5014	28	150	397	12621	1904	4258	1380	4344	4059	3172	1071	1235	11808	5406	374	16741	5740	11467	6515
Microvenator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Neotabrizicola	40	14	4	58	25	17	22	41	3	7	45	92	64	96	60	1	47	27	45	70	38	9	34	16	23	63	4	51	34	7	10	25	42	63	1	52	36	11	15	5	74	32	38	43	6	64	21	4	11	27	29	31	23	32	24	24	82	32	138	154	80	0	76	2	11	110	42	16	31	32	45	23	1	71	143	19	56	97	52	13
Akiravirus	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	3	0	1	0	2	0	1	0	0	0	3	0	10	7	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Anayavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	19	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Andurilvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angelvirus	0	0	2	9	0	0	1	1	0	0	0	0	0	10	0	1	1	0	2	0	1	1	0	3	0	0	0	0	8	0	0	0	9	0	5	0	16	1	5	0	0	1	0	1	3	1	0	0	1	4	0	1	10	1	3	0	0	3	0	2	2	0	0	0	1	13	0	1	5	18	3	0	0	15	1	0	0	0	1	0
Antsirabevirus	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aurodevirus	1213	720	472	4373	1265	2207	242	6008	501	234	1421	3060	848	196	371	9998	2228	1144	820	1804	690	297	2468	909	3532	1619	54	44	1158	326	1433	1852	2044	135	619	772	1529	1027	1365	319	2130	732	960	3259	2104	795	183	31	402	1948	259	844	1070	3979	2656	1521	4939	3727	4818	5017	1326	16	131	102	227	3466	974	593	5447	1919	3208	3779	1145	4084	1154	123	1206	4141	1783	1918
Beograduvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Besingivirus	3	1	0	10	31	1	0	1	0	1	0	0	1	0	0	7	8	7	7	11	5	0	0	0	5	0	0	0	2	1	0	1	4	0	1	1	1	0	0	0	10	8	2	2	0	0	0	2	0	0	0	0	1	25	0	0	15	8	9	15	7	0	0	0	0	1	1	2	2	0	0	1	0	2	2	0	3	18	0	0
Bippervirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birpovirus	667	343	231	2224	514	607	93	1775	276	126	621	1512	320	82	78	4440	1052	790	386	1024	367	110	984	311	3368	859	63	22	512	84	258	1694	555	92	355	293	788	473	584	171	1197	510	423	2640	717	182	64	19	282	2868	135	618	403	2294	1155	414	2036	1894	2472	2266	562	8	28	73	107	1339	582	194	1439	981	936	1080	281	1302	675	29	539	1888	758	651
Bohxovirus	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0
Bosavirus	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bracchivirus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteiniphilum	33	37	24	77	47	25	171	59	29	14	124	50	36	725	282	19	66	78	246	168	101	131	63	137	82	115	19	7941	72	44	241	58	132	20	6	200	211	153	66	45	53	72	92	82	1017	20	210	72	53	140	116	1150	130	290	148	50	51	216	89	391	135	3	28598	30	765	70	38	57	104	45	52	17	44	1613	105	117	49	26	86	61
Bragavirus	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Bromdenvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buchananvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3
Buhlduvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buorbuivirus	50	34	38	198	129	70	47	354	23	13	67	161	39	37	16	308	90	99	39	131	52	10	54	40	83	75	1	1	45	22	17	79	156	6	31	68	59	37	68	7	133	28	55	180	155	55	2	3	19	21	14	29	23	121	261	118	192	81	275	351	53	1	5	3	13	115	29	25	218	90	126	116	51	101	162	8	76	184	67	35
Burzaovirus	4309	1049	778	5388	1440	5085	2142	3202	828	389	2242	5205	1216	164	624	37740	6641	2414	5117	12915	4717	468	7674	2788	7697	3740	281	96	1016	572	1292	9750	2318	558	2202	1669	2471	1378	2273	1264	6816	1837	1259	1711	4148	680	1244	187	1299	21991	977	10638	9125	7981	4388	843	3916	4861	10358	14114	3471	35	166	337	593	4548	3266	891	11072	8937	5577	6496	2214	13406	5618	170	2348	5972	2026	1145
Cacepaovirus	0	1	1	4	0	2	4	4	0	0	0	2	0	0	3	0	0	0	0	1	1	0	0	0	55	1	0	1	0	0	4	0	0	0	0	1	0	6	13	1	4	1	0	0	2	0	5	0	1	73	0	551	6	2	6	1	1	0	1	1	0	0	0	0	9	4	2	0	1	0	0	0	0	3	2	0	1	1	19	23
Caminolopintovirus	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	3	0	0	11	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Carettavirus	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Carjivirus	12100	8567	6000	45458	6434	13888	4560	27365	6067	2775	22314	49815	3935	1251	2826	48910	16923	9374	8944	19469	7742	1729	16981	10008	17495	19468	678	338	8180	1874	1778	22418	14148	1249	7250	6299	12022	7695	2524	2637	17103	7903	3562	35727	14488	5320	6412	516	4506	11856	3169	1679	7523	31981	15850	12341	30291	28785	48043	50012	11611	155	849	853	2610	45667	16602	5490	67238	39567	35799	34180	10467	44270	10514	715	11447	40081	8322	4209
Cedarrivervirus	3	0	0	0	0	1	4	2	0	0	0	0	0	0	1	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	3	0	0	1	2	0	0	0	0	0	13	0	5	9	3	2	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
Chrysonvirus	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chuhaivirus	0	1	4	3	0	4	14	8	0	1	4	9	0	0	13	12	1	4	2	6	3	2	43	0	75	5	0	1	0	0	51	1	4	1	2	1	0	39	43	7	22	9	0	1	1	4	15	0	2	235	0	1965	36	10	5	11	2	5	4	2	2	0	2	0	48	3	4	0	2	3	5	0	2	0	5	0	2	14	27	14
Cinqassovirus	0	0	35	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	3	1	0	5	0	0	1	0	1	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Clownvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dabirmavirus	112	158	105	845	163	110	6	272	27	13	73	190	88	7	13	214	232	190	163	470	160	15	97	42	136	190	1	4	99	47	7	357	155	13	66	121	140	12	30	16	293	176	44	385	241	71	7	10	92	148	26	84	290	343	186	50	533	356	768	1001	198	3	13	11	12	81	49	11	73	94	35	31	23	61	227	1	118	847	69	33
Dagavirus	1	1	0	7	0	2	3	6	0	0	5	4	1	1	1	3	1	0	6	0	1	0	2	4	0	6	0	0	0	0	8	4	1	0	0	0	0	4	6	3	3	0	1	2	2	7	3	0	1	0	1	3	8	1	5	6	0	4	6	3	2	0	0	0	8	1	1	2	4	7	11	0	2	1	0	9	0	4	7	8
Damravirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
